num_accesses: 3543311
frames, misses, miss rate0, 3065998, 0.86529
1, 2749502, 0.77597
2, 2615922, 0.73827
3, 2479822, 0.69986
4, 2392756, 0.67529
5, 2308842, 0.65161
6, 2204530, 0.62217
7, 2087408, 0.58911
8, 2005335, 0.56595
9, 1943408, 0.54847
10, 1888530, 0.53298
11, 1833906, 0.51757
12, 1778051, 0.50180
13, 1724703, 0.48675
14, 1674305, 0.47253
15, 1626600, 0.45906
16, 1579865, 0.44587
17, 1534592, 0.43310
18, 1490780, 0.42073
19, 1448453, 0.40879
20, 1408612, 0.39754
21, 1370568, 0.38680
22, 1335448, 0.37689
23, 1303348, 0.36783
24, 1273963, 0.35954
25, 1247759, 0.35214
26, 1224495, 0.34558
27, 1204188, 0.33985
28, 1186048, 0.33473
29, 1170351, 0.33030
30, 1156369, 0.32635
31, 1144176, 0.32291
32, 1133306, 0.31984
33, 1123769, 0.31715
34, 1115121, 0.31471
35, 1107291, 0.31250
36, 1100302, 0.31053
37, 1093885, 0.30872
38, 1087931, 0.30704
39, 1082313, 0.30545
40, 1077102, 0.30398
41, 1072056, 0.30256
42, 1067259, 0.30120
43, 1062695, 0.29992
44, 1058261, 0.29866
45, 1054177, 0.29751
46, 1050122, 0.29637
47, 1046016, 0.29521
48, 1042207, 0.29413
49, 1038491, 0.29308
50, 1034744, 0.29203
51, 1031319, 0.29106
52, 1027931, 0.29010
53, 1024623, 0.28917
54, 1021421, 0.28827
55, 1018187, 0.28735
56, 1015074, 0.28648
57, 1012162, 0.28565
58, 1009256, 0.28483
59, 1006305, 0.28400
60, 1003487, 0.28321
61, 1000695, 0.28242
62, 998018, 0.28166
63, 995387, 0.28092
64, 992822, 0.28020
65, 990365, 0.27950
66, 987940, 0.27882
67, 985622, 0.27816
68, 983310, 0.27751
69, 981056, 0.27688
70, 978830, 0.27625
71, 976606, 0.27562
72, 974421, 0.27500
73, 972236, 0.27439
74, 970198, 0.27381
75, 968110, 0.27322
76, 966055, 0.27264
77, 964078, 0.27208
78, 962211, 0.27156
79, 960279, 0.27101
80, 958347, 0.27047
81, 956455, 0.26993
82, 954621, 0.26941
83, 952884, 0.26892
84, 951165, 0.26844
85, 949410, 0.26794
86, 947685, 0.26746
87, 946034, 0.26699
88, 944437, 0.26654
89, 942803, 0.26608
90, 941138, 0.26561
91, 939518, 0.26515
92, 937901, 0.26470
93, 936398, 0.26427
94, 934849, 0.26383
95, 933354, 0.26341
96, 931829, 0.26298
97, 930389, 0.26258
98, 928984, 0.26218
99, 927563, 0.26178
100, 926101, 0.26137
101, 924742, 0.26098
102, 923380, 0.26060
103, 922091, 0.26023
104, 920779, 0.25986
105, 919498, 0.25950
106, 918228, 0.25914
107, 917016, 0.25880
108, 915783, 0.25845
109, 914584, 0.25812
110, 913317, 0.25776
111, 912161, 0.25743
112, 911001, 0.25710
113, 909830, 0.25677
114, 908697, 0.25645
115, 907529, 0.25612
116, 906433, 0.25582
117, 905360, 0.25551
118, 904363, 0.25523
119, 903298, 0.25493
120, 902280, 0.25464
121, 901258, 0.25435
122, 900291, 0.25408
123, 899298, 0.25380
124, 898269, 0.25351
125, 897297, 0.25324
126, 896309, 0.25296
127, 895304, 0.25267
128, 894289, 0.25239
129, 893339, 0.25212
130, 892414, 0.25186
131, 891443, 0.25158
132, 890495, 0.25132
133, 889580, 0.25106
134, 888646, 0.25080
135, 887675, 0.25052
136, 886771, 0.25027
137, 885788, 0.24999
138, 884825, 0.24972
139, 883851, 0.24944
140, 882930, 0.24918
141, 882066, 0.24894
142, 881146, 0.24868
143, 880201, 0.24841
144, 879318, 0.24816
145, 878446, 0.24792
146, 877581, 0.24767
147, 876724, 0.24743
148, 875876, 0.24719
149, 874987, 0.24694
150, 874107, 0.24669
151, 873264, 0.24645
152, 872486, 0.24623
153, 871654, 0.24600
154, 870815, 0.24576
155, 870022, 0.24554
156, 869164, 0.24530
157, 868347, 0.24507
158, 867466, 0.24482
159, 866664, 0.24459
160, 865884, 0.24437
161, 865117, 0.24415
162, 864332, 0.24393
163, 863531, 0.24371
164, 862757, 0.24349
165, 861938, 0.24326
166, 861155, 0.24304
167, 860361, 0.24281
168, 859580, 0.24259
169, 858815, 0.24238
170, 858029, 0.24215
171, 857216, 0.24193
172, 856430, 0.24170
173, 855681, 0.24149
174, 854893, 0.24127
175, 854064, 0.24104
176, 853267, 0.24081
177, 852488, 0.24059
178, 851728, 0.24038
179, 850939, 0.24015
180, 850160, 0.23993
181, 849352, 0.23971
182, 848533, 0.23947
183, 847698, 0.23924
184, 846864, 0.23900
185, 845967, 0.23875
186, 845078, 0.23850
187, 844231, 0.23826
188, 843366, 0.23802
189, 842434, 0.23775
190, 841506, 0.23749
191, 840546, 0.23722
192, 839638, 0.23696
193, 838709, 0.23670
194, 837808, 0.23645
195, 836888, 0.23619
196, 836007, 0.23594
197, 835120, 0.23569
198, 834223, 0.23544
199, 833323, 0.23518
200, 832497, 0.23495
201, 831690, 0.23472
202, 830789, 0.23447
203, 829992, 0.23424
204, 829187, 0.23401
205, 828361, 0.23378
206, 827563, 0.23356
207, 826747, 0.23333
208, 825982, 0.23311
209, 825188, 0.23289
210, 824387, 0.23266
211, 823665, 0.23246
212, 822916, 0.23224
213, 822214, 0.23205
214, 821530, 0.23185
215, 820822, 0.23165
216, 820182, 0.23147
217, 819524, 0.23129
218, 818852, 0.23110
219, 818243, 0.23093
220, 817664, 0.23076
221, 816966, 0.23057
222, 816378, 0.23040
223, 815784, 0.23023
224, 815151, 0.23005
225, 814570, 0.22989
226, 813943, 0.22971
227, 813333, 0.22954
228, 812744, 0.22937
229, 812096, 0.22919
230, 811502, 0.22902
231, 810905, 0.22886
232, 810302, 0.22868
233, 809729, 0.22852
234, 809161, 0.22836
235, 808596, 0.22820
236, 808036, 0.22805
237, 807498, 0.22789
238, 806906, 0.22773
239, 806339, 0.22757
240, 805803, 0.22742
241, 805290, 0.22727
242, 804751, 0.22712
243, 804205, 0.22696
244, 803645, 0.22681
245, 803101, 0.22665
246, 802551, 0.22650
247, 802028, 0.22635
248, 801517, 0.22621
249, 800984, 0.22606
250, 800435, 0.22590
251, 799916, 0.22575
252, 799436, 0.22562
253, 798924, 0.22547
254, 798406, 0.22533
255, 797897, 0.22518
256, 797388, 0.22504
257, 796852, 0.22489
258, 796317, 0.22474
259, 795814, 0.22460
260, 795291, 0.22445
261, 794778, 0.22430
262, 794217, 0.22415
263, 793717, 0.22400
264, 793187, 0.22385
265, 792686, 0.22371
266, 792193, 0.22357
267, 791706, 0.22344
268, 791248, 0.22331
269, 790775, 0.22317
270, 790241, 0.22302
271, 789749, 0.22288
272, 789274, 0.22275
273, 788765, 0.22261
274, 788251, 0.22246
275, 787708, 0.22231
276, 787251, 0.22218
277, 786743, 0.22204
278, 786284, 0.22191
279, 785812, 0.22177
280, 785331, 0.22164
281, 784836, 0.22150
282, 784365, 0.22136
283, 783891, 0.22123
284, 783421, 0.22110
285, 782946, 0.22096
286, 782479, 0.22083
287, 782012, 0.22070
288, 781565, 0.22057
289, 781077, 0.22044
290, 780600, 0.22030
291, 780104, 0.22016
292, 779630, 0.22003
293, 779195, 0.21991
294, 778786, 0.21979
295, 778305, 0.21965
296, 777858, 0.21953
297, 777392, 0.21940
298, 776910, 0.21926
299, 776464, 0.21914
300, 776002, 0.21900
301, 775551, 0.21888
302, 775088, 0.21875
303, 774624, 0.21862
304, 774208, 0.21850
305, 773751, 0.21837
306, 773334, 0.21825
307, 772855, 0.21812
308, 772405, 0.21799
309, 771924, 0.21785
